,season_teams_count,position_class_team_1,position_class_team_2,diff_points_class,team_1_xg90_performance,team_2_xg90_performance,team_1_xga90_performance,team_2_xga90_performance,team_1_tsr_avg,team_2_tsr_avg,team1_all_classic_xgsh,team1_all_classic_xgash,team1_all_classic_gdxgd,team1_all_classic_wins,team1_all_classic_draw,team1_all_classic_defeat,team1_all_xg90_draw_xgxga,team1_all_xg90_zero_xgxga,team1_all_xg90_com_xgxga,team2_all_classic_xgd,team2_all_classic_gdxgd,team2_all_classic_xp,team2_all_classic_minutes,team2_all_xg90_draw_xga90,team2_all_xg90_draw_xgxga,team2_all_xg90_cxp_xg90,team2_all_xg90_cop_xg90,team2_all_five_draw_xg90,team_1_points_difference4,team_2_points_difference4,team_1_xg90_performance_diff4,team_2_xg90_performance_diff4,team_1_xga90_performance_diff4,team_2_xga90_performance_diff4,team_1_lucky_l4,team_2_lucky_l4,odds_open_win1,odds_open_draw,odds_open_win2,odds_open_tm25,odds_open_tb25,odds_close_win1,odds_close_draw,odds_close_win2,odds_close_tm25,odds_close_tb25,result_output
,37,E,H,E1,11.664.233,57.258.046,10.731.255,10.367.616,4.473.509,38.595.787,0.13,0.1,-3.9,9,16,9,1.03,1.03,1.6,-24.1,7.1,0,3267,1.14,0.35,1.68,0.49,0.61,-8.023.256,-37.037.037,-53.584.957,4.799.816,59.659.283,-8.291.941,-69.039.667,-40.611.935,1.529,3.97,6.92,1.689,2.19,1.943,3.16,4.42,1.606,2.35,0
,37,E,B,E2,11.240.083,11.941.959,15.391.157,5.810.412,4.374.353,53.250.534,0.09,0.13,-3,10,10,14,1.06,1.04,0.53,21.9,-0.9,0,3240,0.43,2.21,1.35,0.89,0.53,62.499.957,-4.032.255,15.798.614,-2.314.501,19.977.224,18.600.746,-17.651.325,19.541.049,3.95,3.05,2.16,1.487,2.67,7.4,3.54,1.581,1.469,2.72,2
,20,H,D,B2,7.074.627,10.659.653,11.753.167,11.762.131,4.214.499,50.555.656,0.08,0.08,-3,0,5,3,0.95,0.83,2.16,-1.7,0.7,0,762,1.15,1.06,0,0.9,0.82,-20,9.090.909,5.474.683,-2.403.342,18.294.872,69.042.206,-20.265.698,4.589.442,2.66,2.7,2.69,,,2.57,2.79,2.96,,,0
,20,E,F,A1,18.955.824,9.417.911,11.670.367,17.736.291,6.766.568,46.831.123,0.1,0.12,1.3,3,2,3,1.71,1.36,1.7,-7.1,0.1,0,763,0.77,0.74,0,0.22,0.27,-27.272.728,25,-59.322.076,-42.789.235,1.647.059,-25.837.961,-53.301.954,-115.758.836,1.42,3.67,6.35,1.69,1.98,1.37,4.18,8.67,1.88,1.9,1
,20,G,B,C2,93.919.784,10.521.034,15.391.731,10.556.222,42.425.785,61.123.863,0.11,0.11,-2.8,1,4,3,0.73,0.9,1.56,0.9,-0.9,0,768,0.64,1.63,0.53,0.58,0.82,14.285.715,-2.857.143,0,-10.858.321,44.066.386,4.126.488,13.442.242,-47.272.384,3.61,2.78,2.02,1.48,2.33,3.44,2.79,2.29,1.48,2.51,1
,20,F,B,B2,93.760.264,1.533,17.746.657,10.501.696,3.734.136,647.455,0.09,0.1,-1.5,2,2,4,0.69,0.75,0.25,10.2,-6.2,0,762,0.86,1.7,1.11,3.93,1.34,0,-14.285.715,-36.777.601,56.751.394,-18.238.749,3.702.106,-20.221.955,39.549.053,3.9,2.95,1.86,1.57,2.18,4.86,3.46,1.56,1.78,1.91,1
,20,C,G,B1,10.581.455,13.127.021,46.899.495,15.431.806,623.819,50.290.615,0.09,0.07,-0.2,4,2,2,1.86,2.15,3.86,0.9,-2.9,0,755,0.78,1.11,0.57,1.48,0.64,-42.857.143,25,-1.938.998,-21.129.932,-130.279.045,-12.731.753,-5.768.611,4.324.186,1.72,3.19,4.18,1.58,2.15,1.69,3.39,5,1.63,2.21,2
,20,H,A,D2,94.625.175,12.922.932,21.418.424,94.610.655,4.702.335,47.291.664,0.09,0.12,-6.3,0,3,5,0.35,0.37,1.3,-1.2,4.2,0,762,0.72,0.99,0.08,0.87,0.59,33.333.336,6.666.667,10.014.948,-4.266.669,23.989.946,-50.790.554,5.031.644,-5.846.995,2.65,2.78,2.54,1.58,2.16,3.28,2.85,2.33,1.59,2.29,1
,20,E,D,A2,12.939.638,11.773.448,8.236.381,10.668.437,46.724.434,41.368.744,0.12,0.09,3.8,3,2,3,1.78,2.1,0.76,-3.1,4.1,0,758,1.33,0.52,0.11,0.53,0.7,-9.090.909,-16.666.668,41.414.146,-110.799.465,22.027.819,5.945.392,29.645.383,98.223.865,2.24,2.7,3.18,1.5,2.3,2.23,3.02,3.27,1.55,2.34,2
,20,C,A,A2,81.760.925,15.450.515,5.851.402,11.906.823,510.807,4.848.044,0.1,0.09,1.4,4,1,3,0.58,0.66,2.38,-0.3,3.3,0,754,1,0.7,0.88,0.98,0.52,-3.846.154,20,-8.443.542,-70.998.764,28.650.078,-2.419.917,-24.531.168,-52.414.954,,,,,,,,,,,1
,20,E,D,A2,16.094.964,11.837.121,13.371.991,8.275.828,4.358.954,56.953.438,0.12,0.09,-0.3,2,4,2,1.06,0.75,0.68,3.3,-0.3,0,755,0.56,2.46,0.27,1.04,1.43,60.000.004,-23.076.923,2.509.326,-1.451.429,-39.597.027,6.852.874,95.819,104.007.244,,,,,,,,,,,1
,28,E,F,B1,12.691.329,14.103.297,12.603.008,19.113.659,4.951.965,49.268.345,0.12,0.13,6.5,12,4,17,0.62,0.56,2.06,-15.3,-1.7,0,3168,1.37,0.74,1.43,0.71,0.55,-17.500.002,-29.411.738,-12.762.606,30.893.398,287.721,-55.287.403,751.932,-6.176.973,1.564,4.87,5.35,2.6,1.54,1.714,4.47,4.47,2.67,1.505,1
,28,D,D,A2,11.331.229,14.549.243,12.595.701,13.806.058,50.175.003,478.055,0.12,0.13,0.7,11,11,11,1.04,0.84,0.88,-4.6,6.6,0,3212,1.4,0.53,2.19,0.92,0.8,-62.5,25.543.482,21.358.398,-6.905.895,138.720.665,-9.098.508,-68.020.165,17.787.594,1.97,4.1,3.6,2.37,1.636,1.653,4.41,5,2.39,1.625,1
,28,D,D,A1,13.039.266,11.252.601,13.935.349,15.071.703,4.604.514,43.784.477,0.12,0.11,0.8,13,6,14,1.03,1.06,0.86,-14.4,-0.6,0,3159,1.12,0.87,0.7,1,1.02,-81.666.664,7.267.442,43.446.736,59.568.893,-24.989.781,-7.241.221,-9.531.537,51.188.815,1.636,4.36,5.27,2.59,1.543,1.763,4.42,4.21,2.54,1.564,0
,28,A,C,E1,18.588.585,14.497.781,10.380.151,11.534.396,56.218.903,50.117.287,0.14,0.1,-6.8,21,4,8,2.33,1.6,2.43,15.5,-5.5,0,3168,0.76,1.78,1.25,0.97,0.88,-13.805.969,-12.234.039,-25.514.435,-7.093.849,48.004.787,18.930.187,49.296.963,48.542.905,1.617,4.74,4.94,2.59,1.543,1.709,4.56,4.41,2.66,1.507,2
,28,F,C,D2,11.752.796,15.415.174,14.861.139,14.064.696,44.980.366,53.158.787,0.12,0.12,-1.3,10,6,17,0.83,0.98,0.83,7.2,-2.2,0,3194,1.38,1.01,1.17,1.05,1.64,60.416.664,22.872.345,6.852.386,19.250.145,23.507.706,2.968.179,22.570.819,13.023.281,2.68,4.17,2.41,2.51,1.571,3.44,4.26,1.99,2.79,1.471,2
,28,C,E,D1,12.867.417,11.646.703,10.036.076,13.910.825,48.704.327,5.230.459,0.1,0.11,12.4,13,11,9,1.09,1.21,1.38,-8.1,-2.9,0,3173,0.93,1,1.78,0.93,0.51,15.500.002,106.249.985,-12.719.803,10.148.589,-16.600.872,-33.335.392,45.162.392,2.561.719,1.709,4.19,4.83,2.5,1.578,1.925,3.88,3.97,2.23,1.709,1
,28,B,E,D1,17.969.486,12.650.337,13.513.355,15.789.776,47.696.857,48.200.157,0.14,0.13,14.5,16,7,10,0.79,0.7,0.92,-2,-9,0,3178,0.94,1.09,1.04,1.25,1.22,-39.999.996,7.678.572,-811.534,-21.325.932,3.564.902,-6.632.185,-46.134.424,7.411.839,1.763,4.18,4.46,2.66,1.51,1.68,4.59,4.61,3.28,1.362,1
,28,A,F,F1,19.299.655,1.390.304,7.350.773,17.308.666,4.848.786,4.221.816,0.15,0.09,18.9,18,10,5,1.27,1.24,1.25,-10.3,-2.7,0,3154,1.62,0.59,0.37,0.83,1.31,-9.765.628,0,-29.862.478,5.196.849,37.578.445,4.488.267,10.186.648,-6.367.669,1.478,5.29,6.03,2.77,1.476,1.366,5.75,7.91,2.94,1.431,1
,28,D,D,A1,11.933.148,12.460.535,14.067.309,1.068.885,4.846.427,53.830.906,0.11,0.12,-3,13,6,13,0.92,1.03,0.93,0.8,5.2,0,3094,0.89,1.2,0.3,0.98,2.34,-46.666.668,-11.111.112,-2.615.057,5.046.125,5.301.627,-6.366.417,7.783.793,-18.680.304,2.04,3.63,3.79,2.15,1.757,2.25,3.46,3.4,1.909,1.98,2
,28,C,E,C1,13.618.793,12.222.321,11.374.665,1.392.507,5.976.123,45.170.044,0.11,0.16,8.5,14,8,11,0.77,0.88,0.81,0.1,-6.1,0,3083,1.04,0.94,1.3,1.3,0.75,-50.5,7.560.976,-18.214.832,5.877.599,-64.223.886,-47.843.376,-7.184.022,-2.431.122,1.662,4.2,5.21,2.36,1.641,1.645,3.96,5.84,1.961,1.925,2
,28,E,B,E2,12.141.608,16.578.912,14.957.998,13.617.963,44.967.308,59.166.607,0.12,0.1,-7.8,13,6,13,1.03,0.68,1.18,15.6,-4.6,0,3173,0.97,1.85,0.59,1.1,1.32,60.000.004,33.064.518,23.542.122,-33.202.832,-293.059,12.643.722,13.464.266,6.257.868,2.25,4.12,2.93,2.49,1.584,2.46,3.75,2.82,2.13,1.775,1
,28,F,D,E2,953.865,16.466.104,18.604.466,15.107.211,4.307.987,47.101.765,0.11,0.13,-10.5,7,6,20,0.85,0.81,0.54,7.3,-2.3,0,3192,1.1,1.17,0.99,0.85,1.91,-6.944.444,25.543.482,-10.584.896,62.319.202,16.374.163,-200.539,-17.657.614,2.132.374,2.85,3.72,2.46,2.46,1.595,4.83,4.21,1.704,2.45,1.595,2
,28,F,E,A2,1.074.894,13.026.401,13.176.637,1.381.722,517.238,47.183.586,0.09,0.13,1.7,10,8,15,0.9,0.92,0.64,-3.4,0.4,0,3168,0.8,1.23,0.36,1.07,0.55,3.026.316,-39.634.148,4.509.203,25.837.494,52.260.326,6.992.533,49.466.956,-4.829.526,2.2,4.06,3.06,2.42,1.613,2.42,3.89,2.79,2.54,1.561,2
,28,E,C,D2,13.285.094,15.441.469,14.629.682,11.400.176,56.066.185,55.708.115,0.1,0.13,-2.6,10,10,13,1.05,1.36,1.2,21.8,-6.8,0,3200,1.12,1.06,1.46,1.43,1.31,44.374.996,11.057.689,4.898.059,-3.332.567,2.104.934,-31.224.941,5.287.873,25.952.005,1.862,4.03,4.1,2.59,1.543,2.25,3.78,3.14,2.31,1.662,0
,28,E,D,A1,12.141.608,11.933.148,14.957.998,14.067.309,4.550.448,47.721.832,0.12,0.1,-7.8,13,6,13,1.03,0.68,1.18,-4,-3,0,3081,1.07,0.92,0.96,0.86,0.88,60.000.004,-46.666.668,23.542.122,-2.615.057,-293.059,5.301.627,13.464.266,7.783.793,1.98,3.78,3.88,2.33,1.657,2.44,3.39,3.1,1.826,2.08,1
,28,E,D,B2,12.193.507,12.460.535,13.963.735,1.068.885,46.581.608,55.513.123,0.12,0.11,-6.1,13,2,17,0.94,0.87,0.83,0.8,5.2,0,3094,0.89,1.2,0.3,0.98,2.34,7.560.976,-11.111.112,5.915.119,5.046.125,-47.987.797,-6.366.417,-2.431.122,-18.680.304,2.35,3.4,3.25,1.854,2.04,2.74,3.42,2.7,1.909,1.98,2
,28,C,G,D1,14.539.301,11.503.253,11.197.273,14.914.868,49.308.453,45.636,0.14,0.1,-4.8,12,11,9,1.74,1.9,2.42,-10.2,-1.8,0,3107,1.34,0.85,0.51,0.94,0.67,3.617.021,-3.030.303,10.018.678,48.062.828,18.008.394,30.388.256,92.646.194,30.393.362,1.497,4.55,6.92,2.24,1.704,1.546,4.44,6.26,2.43,1.606,1
,28,F,E,A2,11.524.475,13.043.749,14.197.628,12.642.722,51.855.774,5.002.547,0.1,0.13,-2.6,10,7,15,0.9,1,0.82,-4.1,6.1,0,3066,1.48,0.66,1.53,1.08,0.9,7.297.297,40,7.766.991,-33.540.824,-64.096.527,-2.888.119,8.705.543,57.391.226,2.54,3.71,2.75,2.11,1.781,2.27,3.67,3.18,2.15,1.757,1
,28,C,A,E2,14.569.769,18.483.112,13.554.779,1.032.309,47.364.895,56.785.267,0.12,0.12,7.9,11,13,8,0.55,0.54,1.04,36.2,-8.2,0,3087,0.69,2.3,2.01,1.48,2.05,7.391.304,-12.5,-12.438.382,4.682.666,43.852.057,13.830.559,9.290.539,7.954.067,2.89,4.31,2.22,2.64,1.518,3.16,3.88,2.2,2.45,1.598,0
,28,C,C,B1,1.519.149,12.035.732,11.383.667,14.104.946,55.886.494,47.648.346,0.13,0.11,-7.3,14,7,11,1.1,1.26,1.39,-3.3,-2.7,0,2987,1.08,0.88,0.96,0.86,0.88,-3.469.388,33.333.302,-40.344.166,29.183.292,-54.378.147,2.664.742,-7.569.486,1.795.038,1.709,4.05,5.06,2.19,1.729,1.869,3.64,4.52,1.847,2.05,0
,28,D,E,A1,15.485.743,11.320.224,14.153.341,12.599.678,5.285.241,50.585.564,0.13,0.13,-1.4,13,7,12,1.05,1.16,1.12,-3.8,-0.2,0,3067,0.99,1,1.15,1.5,0.89,2.173.913,-8.139.535,9.958.859,-10.282.262,12.998.965,3.178.265,8.843.279,-80.503.523,1.657,4.58,4.79,2.5,1.578,1.68,4.29,4.81,2.69,1.497,2
,28,E,B,D2,11.013.901,18.437.146,15.517.191,13.248.098,43.836.956,47.378.174,0.1,0.12,-2.3,11,7,14,0.85,1.09,0.95,1.7,16.3,0,3090,1.2,0.81,1.67,1.47,1.32,20,-4.181.818,4.239.803,-26.289.925,-2.358.315,9.352.524,-25.306.916,-43.633.068,2.44,4.01,2.71,2.38,1.632,2.35,3.83,2.85,2.31,1.662,0
,28,H,D,D2,13.901.818,13.400.923,19.664.713,13.739.244,4.895.251,4.621.452,0.1,0.14,-2.5,7,10,15,0.72,0.64,0.79,-4.6,1.6,0,3066,1.15,1.05,0.61,1.07,0.8,-7.419.355,-8.222.222,10.489.149,-14.683.972,-14.586.022,-13.472.007,-7.890.779,-10.979.742,2.29,4.27,2.79,2.59,1.531,2.71,4.01,2.4,2.43,1.606,0
,28,D,F,D1,16.390.992,10.164.622,146.142,12.942.919,46.837.585,51.951.283,0.13,0.11,0.5,11,13,8,1.13,1.45,3.24,-9.3,-0.7,0,3069,0.94,0.94,0.47,0.83,0.84,39.130.436,-8.571.429,10.121.456,-1.526.956,-25.602.987,22.472.885,8.347.118,5.045.704,1.793,4.26,4.21,2.37,1.636,1.456,5,6.7,2.46,1.595,1
,28,E,C,C2,12.164.521,13.771.292,10.650.222,11.154.752,55.785.843,59.974.354,0.1,0.12,5.5,9,15,7,1.15,1.11,1.28,-0.1,8.1,0,3081,1.04,0.8,0.96,1.22,1.25,-44.642.857,-4,-26.137.348,-18.257.689,-25.306.522,-32.601.555,-25.063.694,-73.229.593,2.13,3.66,3.5,1.854,1.884,2.31,3.1,3.56,1.613,2.42,2
,28,B,H,F1,17.058.469,977.412,14.113.685,1.881.369,5.906.244,43.254.242,0.14,0.13,-4.5,18,5,9,1.92,1.48,1.37,-20.3,-10.7,0,3099,1.22,0.83,0.55,1.1,0.92,3.559.322,-4.074.074,-18.354.359,-4.657.881,30.501.865,-13.084.502,5.454.426,-37.331.915,1.54,4.95,5.54,2.6,1.529,1.52,4.71,6.04,2.45,1.598,2
,28,F,A,E2,11.352.377,2.042.091,14.377.286,62.972.957,4.670.175,48.217.392,0.11,0.11,-7.2,12,2,17,0.9,0.82,0.83,25.8,20.2,0,3082,0.83,1.32,2.03,1.44,2.22,2.236.842,25,13.540.758,-10.220.721,-46.959.953,28.284.233,-7.157.979,6.556.469,3.14,3.56,2.34,2.15,1.763,3.06,3.51,2.36,2.11,1.787,1
,28,F,C,D2,12.715.267,13.215.349,16.236.899,1.001.707,47.753.284,4.905.446,0.13,0.12,-9.5,10,9,13,1.04,1.1,2.41,-1.9,12.9,0,3097,0.87,1.16,2.23,0.9,0.81,43.589.745,28,-32.573.215,-13.074.194,70.370.555,-18.874.006,90.821.135,6.069.149,2.15,3.96,3.22,2.31,1.666,2,3.81,3.64,2.15,1.763,1
,28,F,F,A2,1.280.001,13.318.146,1.388.377,14.433.981,47.279.396,56.071.926,0.11,0.12,1.3,9,11,12,1.19,1.54,1.14,-0.5,-3.5,0,3088,1.27,1.1,0.64,0.97,1,-36.842.106,40,-3.048.874,29.657.026,67.513.626,33.498.234,9.553.776,31.689.644,1.952,3.89,3.85,2.62,1.523,2.63,3.87,2.51,2.61,1.526,2
,28,G,E,C2,1.432.632,12.361.944,17.540.413,15.561.914,42.215.363,45.111.324,0.13,0.12,-1.8,9,7,16,0.56,0.47,1.16,-2.2,-8.8,0,2998,1.1,1.04,0.57,0.89,0.65,-7.647.059,10.714.284,60.437.363,-88.552.885,25.089.464,-23.907.454,-61.173.457,7.945.895,1.781,4.42,4.13,2.51,1.571,1.99,4.12,3.53,2.58,1.549,0
,28,H,D,D2,13.788.149,15.159.216,19.429.445,14.038.297,4.891.872,5.294.442,0.1,0.14,-1.5,7,10,14,0.73,0.65,0.79,6.3,-2.3,0,2999,1.29,1.04,1.11,1.09,1.64,0,-988.372,-31.249.995,27.718.418,-18.690.924,10.038.131,-549.215,-21.341.318,2.39,3.54,3.07,2.38,1.628,3.22,4.11,2.11,2.77,1.476,2
,18,D,A,B2,84.038.216,16.974.876,7.522.285,93.949.044,36.762.196,63.100.605,0.09,0.08,3.5,4,3,3,1.11,1.09,2.23,2.5,5.5,0,951,0.67,1.26,0.73,1.09,0.68,-33.333.336,-16.666.662,60.709.443,65.719.314,51.678.486,1.836.159,-36.752.552,-15.311.402,3.3,3.15,2.06,1.68,2.05,3.76,3.46,1.99,1.724,2.12,1
,12,A,D,C1,10.727.023,10.233.306,54.228.854,76.777.905,48.986.572,36.576.077,0.11,0.09,-0.6,7,3,2,1.8,1.69,0.29,-0.5,3.5,0,1139,1.09,0.74,2.25,0.82,0.88,25,-47.058.823,-9.079.279,-4.033.019,-26.376.152,-55.305.815,3.364.821,-45.584.297,1.473,4.31,7.85,1.84,1.952,1.537,3.92,7.51,1.657,2.32,1
,12,G,A,D2,67.973.095,12.961.956,10.803.235,6.870.559,32.377.735,51.038.807,0.1,0.11,4.2,3,5,4,0.37,0.37,0.09,0.8,7.2,0,1175,0.64,1.12,0.44,0.81,0.98,-14.285.712,20.000.004,-49.948.822,5.241.088,-3.653.223,-3.313.955,-3.509.574,-16.492.796,4.66,3.51,1.869,1.9,1.9,5.19,3.55,1.781,1.719,2.22,1
,12,B,B,A2,17.724.755,19.390.484,11.859.998,12.963.805,57.665.245,5.850.504,0.15,0.13,-2.9,6,3,3,2.29,2.98,1.76,12.8,-4.8,0,1154,0.53,3.08,1.39,1.03,2.53,-2.857.143,-1.818.182,-107.036.295,-3.684.211,24.428.692,-2.446.179,8.948.213,-53.060.657,2.54,3.64,2.74,2.07,1.813,2.54,3.32,2.95,1.854,2.02,2
,12,H,F,C2,61.980.474,9.213.938,15.520.742,13.853.141,3.856.606,42.424.732,0.1,0.11,-4.1,2,0,10,0.83,1.01,0.89,-5.3,-0.7,0,1149,0.96,0.71,0,0.39,0.83,50,71.428.604,-26.012.602,-448.549,1.316.576,-30.182.293,80.643.713,34.921.628,2.72,3.16,2.86,1.645,2.35,2.8,3.02,2.9,1.578,2.5,1
,12,H,E,B2,92.462.754,10.257.638,16.338.382,11.972.181,4.911.902,47.082.355,0.08,0.12,-3.2,3,2,7,0.91,0.69,0.64,-2.9,0.9,0,1144,0.81,0.66,0,0.87,0.65,9.090.906,31.249.996,-67.298.574,34.095.795,-3.502.464,12.282.155,8.826.554,-13.317.406,3.44,3.24,2.3,1.793,2.02,3.3,3.07,2.48,1.606,2.44,1
,12,G,C,B2,10.860.693,16.094.811,12.262.491,13.343.965,47.623.272,4.836.842,0.11,0.13,0.7,4,1,7,1.52,1.78,0.53,3.3,-0.3,0,1146,1.17,0.63,1.8,0.97,0.73,-7.692.308,33.333.336,-21.307.865,-27.476.349,-20.049.511,-3.470.119,-26.970.774,798.945,2.41,3.26,3.22,1.751,2.16,2.55,3.13,3.11,1.675,2.29,0
,37,E,C,D2,76.464.695,9.849.031,90.461.576,6.693.471,47.063.625,52.370.327,0.09,0.09,-5.8,9,13,11,0.91,0.73,1.1,0.3,10.7,0,3267,0.6,1.04,0.46,0.43,0.57,106.249.985,-18.269.232,-26.605.501,2.426.242,-3.404.632,14.704.686,21.683.774,-36.349.022,2.71,2.88,3.05,1.431,2.83,3.13,2.67,2.86,1.347,3.22,2
,37,D,C,D2,12.175.115,10.619.702,10.639.075,75.378.525,45.487.717,5.114.557,0.08,0.09,2,11,9,13,0.87,1,1.25,3,6,0,3179,0.58,1.03,0.61,0.75,0.23,-41.071.426,-22.169.811,-20.649.006,-8.774.033,11.1134,-17.809.422,-21.561.998,116.319.835,2.12,3.02,4.12,1.46,2.75,2.27,2.69,4.3,1.4,2.96,1
,37,H,B,F2,7.232.218,10.412.619,14.856.305,44.048.586,43.545.757,54.473.484,0.08,0.11,-8.6,5,11,17,0.72,0.54,0.97,19.9,1.1,0,3153,0.51,1.58,1,1.15,0.94,-36.538.464,4.224.138,63.553.947,5.393.082,18.285.002,52.235.913,-37.357.736,-4.461.578,5,3.23,1.862,1.495,2.64,3.75,2.84,2.35,1.408,2.92,1
,37,A,F,E1,1.330.994,87.462.807,6.221.646,10.674.103,52.776.154,4.990.733,0.13,0.09,2.3,17,11,5,1.93,1.78,2.52,-6,-1,0,3164,0.9,0.85,0.29,1,0.47,33.064.518,11.710.527,110.313.286,7.263.636,-7.444.983,-44.523.354,,8.676.264,1.52,3.74,7.95,1.51,2.6,1.418,4.12,9.73,1.641,2.28,1
,37,F,C,E2,10.232.835,12.064.823,11.401.181,7.437.659,47.009.304,53.539.455,0.11,0.1,-4.3,7,13,13,0.73,0.59,0.89,3.6,12.4,0,3186,0.62,1.5,0.6,0.74,1.34,6.985.295,13.157.881,32.217.117,65.897.965,16.812.832,4.267.937,8.844.224,-1.856.327,4.34,3.19,1.99,1.543,2.5,2.11,3.21,3.83,1.546,2.5,2
,37,C,F,D1,9.542.577,10.156.637,7.594.701,13.315.598,52.510.784,4.673.506,0.09,0.09,4.2,12,14,7,1.28,1.06,0.75,-3.3,-7.7,0,3173,0.7,1.22,1.48,0.86,0.74,-17.5,8.333.333,1.945.095,-28.094.133,43.563.583,-4.265.343,-47.103.086,4.468.316,1.763,3.34,5.52,1.507,2.6,1.704,3.21,6.61,1.45,2.79,1
,37,C,F,D1,1.259.473,8.766.112,950.784,12.874.429,50.464.237,4.658.439,0.09,0.09,7.4,13,11,9,1.03,1.14,1.03,-8,-6,0,3149,1,0.61,1.61,1.77,0.57,-17.5,6.500.001,-86.740.226,13.712.851,76.815.346,-27.707.508,32.215,2.726.089,1.636,3.65,6.09,1.598,2.37,1.735,3.37,5.7,1.549,2.48,1
,37,D,G,E1,11.177.096,87.793.833,9.526.213,13.681.898,5.113.947,4.729.055,0.11,0.09,-9.1,10,15,9,1.27,1.28,1.87,-10.8,-3.2,0,3158,1.09,0.52,0.21,0.63,0.52,-2.444.444,-43.103.447,-13.060.056,-30.638.891,-80.814.856,-2.001.256,-28.326.285,-84.531.486,1.74,3.48,5.38,1.584,2.4,2.13,3.15,3.88,1.561,2.46,0
,37,E,D,A2,9.943.375,12.076.575,10.015.513,10.794.634,46.234.657,45.333.122,0.1,0.1,2.4,10,10,13,1.02,1.04,0.78,8.3,-5.3,0,3143,0.71,1.19,0.88,1.15,0.47,-17.500.002,-61.627.907,-9.817.815,87.200.365,-16.800.049,63.327.736,-5.256.051,-45.478.183,2.62,2.9,3.15,1.543,2.5,2.27,2.96,3.76,1.571,2.43,2
,37,E,A,F2,10.188.946,12.392.399,10.161.446,6.292.941,4.541.204,48.829.784,0.12,0.1,0.3,10,10,13,0.8,0.85,1.22,16.7,3.3,0,3155,0.49,1.97,1.44,0.93,1.19,-79.375,6.071.434,-75.234.694,4.729.532,159.199.295,10.590.991,-5.270.174,48.757.005,4.28,2.78,2.21,1.429,2.84,6.06,3.31,1.719,1.465,2.74,2
,37,E,F,B1,79.412.717,7.984.369,11.347.675,11.373.388,4.908.919,41.761.528,0.1,0.1,-12.6,12,5,16,1.06,0.98,1.44,-15.4,10.4,0,3073,0.71,0.91,0.24,0.67,0.74,-39.634.148,-55.405.407,-38.013.367,-6.414.219,23.335.917,9.589.863,-5.121.088,-29.585.743,2.07,3.03,4.3,1.438,2.8,2.18,2.87,4.2,1.381,3.05,1
,37,H,D,E2,5.915.493,7.826.829,10.167.812,5.888.542,38.432.026,5.364.468,0.08,0.09,7.5,3,18,12,0.36,0.36,1.95,3.7,3.3,0,3170,0.67,1.02,0.64,0.85,0.66,-3.888.889,25.543.482,9.469.688,12.885.774,-11.812.724,773.823,-33.120.763,-2.576.326,3.86,2.78,2.35,1.434,2.81,4.72,2.72,2.15,1.337,3.28,2
,37,G,E,D2,10.002.931,11.057.873,13.103.739,15.470.409,39.614.662,4.355.394,0.1,0.1,-1.2,5,13,15,0.67,0.54,1.35,-8.9,-4.1,0,3122,0.96,1.12,0.83,0.59,1.18,-11.607.145,-15.384.611,6.849.981,-13.712.677,22.533.314,5.502.392,-58.842.635,-608.881,2.05,3.2,4.08,1.581,2.41,1.49,3.99,7.73,1.632,2.3,1
,37,B,E,E1,11.798.193,10.738.891,60.490.817,11.391.557,5.328.316,41.769.066,0.1,0.07,-2,15,14,4,2.23,2.21,0.58,-6.6,4.6,0,3173,0.96,1.04,0.54,0.72,1.65,-2.118.642,6.097.555,17.025.229,-317.545,-29.849.857,37.386.833,-24.596.524,9.295.281,1.427,4.18,9.06,1.529,2.54,1.316,4.57,13.96,1.558,2.47,2
,37,D,D,A2,13.714.536,8.768.353,11.781.008,7.202.161,49.339.966,4.051.932,0.09,0.11,12.2,12,10,11,0.65,0.64,0.98,8.1,-2.1,0,3151,0.77,0.83,0.31,0.73,0.66,61.413.044,17.857.141,15.237.514,-19.767.445,-3.477.124,-16.052.631,29.009.318,11.291.344,2.41,2.93,3.46,1.602,2.36,2.57,2.95,3.16,1.584,2.4,1
,37,C,F,D1,93.555.033,10.283.247,83.740.616,13.830.584,47.332.912,4.438.097,0.11,0.1,-6.2,14,9,10,1.64,1.78,0.77,-17.9,3.9,0,3140,1.14,0.66,0.24,0.78,0.37,13.235.298,-8.333.336,-62.826.366,34.724.972,-3.265.361,19.274.664,16.935.498,46.950.454,1.694,3.46,5.89,1.546,2.49,1.636,3.44,6.79,1.51,2.6,1
,37,F,F,B1,7.476.323,85.402.995,84.127.456,11.931.337,4.448.957,45.916.737,0.09,0.09,0.5,7,15,11,0.94,1.02,1.12,-13.8,-1.2,0,3145,1.03,0.66,1.58,0.87,0.77,-7.708.333,37.499.996,-223.143,-16.538.061,63.466.835,3.824.086,-19.435.683,1.518.023,2.15,3.02,4.04,1.476,2.7,2.74,2.42,3.76,1.384,3.02,2
,37,E,C,D2,11.013.968,10.008.854,12.460.251,88.469.535,5.225.628,4.772.272,0.1,0.1,-8.7,10,12,11,1.14,1.32,1.66,5.8,-2.8,0,3139,0.67,1.47,1.14,0.76,1.31,-17.857.127,40.094.337,-7.589.629,19.404.802,32.071.964,-9.360.114,7.960.653,115.115.404,2.32,2.93,3.67,1.529,2.54,2.15,2.87,4.3,1.487,2.66,1
