,season_teams_count,position_class_team_1,position_class_team_2,diff_points_class,team_1_xg90_performance,team_2_xg90_performance,team_1_xga90_performance,team_2_xga90_performance,team_1_tsr_avg,team_2_tsr_avg,team1_all_classic_xgsh,team1_all_classic_xgash,team1_all_classic_gdxgd,team1_all_classic_wins,team1_all_classic_draw,team1_all_classic_defeat,team1_all_xg90_draw_xgxga,team1_all_xg90_zero_xgxga,team1_all_xg90_com_xgxga,team2_all_classic_xgd,team2_all_classic_gdxgd,team2_all_classic_xp,team2_all_classic_minutes,team2_all_xg90_draw_xga90,team2_all_xg90_draw_xgxga,team2_all_xg90_cxp_xg90,team2_all_xg90_cop_xg90,team2_all_five_draw_xg90,team_1_points_difference4,team_2_points_difference4,team_1_xg90_performance_diff4,team_2_xg90_performance_diff4,team_1_xga90_performance_diff4,team_2_xga90_performance_diff4,team_1_lucky_l4,team_2_lucky_l4,odds_open_win1,odds_open_draw,odds_open_win2,odds_open_tm25,odds_open_tb25,odds_close_win1,odds_close_draw,odds_close_win2,odds_close_tm25,odds_close_tb25,result_output
,14,G,F,A2,921.286,8.274.125,19.254.267,92.117.095,4.583.766,43.997.807,0.1,0.1,-8.5,1,3,5,0.97,0.95,0.52,-2.7,1.7,0,872,0.78,0.59,0.96,0.78,0.43,-25.000.004,25,44.855.595,-73.690.586,25.694.317,23.078.815,9.204.823,816.422,2.5,3.22,2.99,1.609,2.34,2.82,2.91,2.9,1.465,2.74,1
,14,D,G,C1,10.465.002,7.102.672,1.047.165,14.062.308,47.997.128,4.279.651,0.11,0.13,1.4,4,1,4,0.7,0.36,1.14,-8.9,1.9,0,890,1.64,0.33,0,0.1,0.68,-48.076.923,-25.000.004,-17.072.025,78.217.945,2.246.436,20.148.981,-568.922,10.572.004,1.429,4.44,7.92,1.84,1.917,1.375,4.55,9.58,1.757,2.09,1
,14,A,C,B1,17.886.145,11.149.743,41.127.306,8.009.423,6.897.376,60.094.143,0.11,0.11,3.6,7,0,2,2.4,2.4,2.68,3.6,-0.6,0,902,0.29,3.98,0,0.76,1,28.571.432,-296.875,4.535.528,8.824.856,-34.537.228,56.470.592,-5.764.085,71.719.944,1.925,3.39,4.31,1.694,2.19,1.574,3.77,6.64,1.689,2.19,2
,14,H,D,C2,41.980.034,11.442.307,13.602.903,11.574.998,3.799.971,4.716.851,0.07,0.11,-1.4,0,3,6,0.47,0.54,0.5,-1.6,1.6,0,869,1.21,0.66,1.79,4.87,0.83,-25.000.004,-38.636.364,-1.710.527,-24.579.828,-108.501.114,66.106.155,34.268.945,-13.882.715,2.67,3.37,2.69,1.675,2.22,3.01,2.94,2.69,1.515,2.58,1
,14,B,F,C1,14.386.292,3.042.265,7.446.788,81.872.714,655.885,43.822.033,0.15,0.08,-6,5,2,2,3.17,4.49,77.2,0.3,-5.3,0,876,0.78,1.23,0,0.7,0.89,19.117.651,40.625,31.803.137,-65.203.114,-4.172.748,-4.043.022,-49.849.045,80.565.023,1.18,7.15,16.47,2.09,1.757,1.196,6.53,15.32,2.17,1.689,1
,14,B,A,C2,16.764.357,15.416.113,8.326.277,20.749.603,5.306.423,6.839.528,0.11,0.1,6.8,6,2,1,1.41,1.84,8.06,11.3,1.7,0,874,0.51,2.28,0.86,0.89,1.6,34.999.992,0,4.638.832,-3.571.435,-19.230.629,-11.856.273,-18.649.155,-2.593.758,3.94,3.51,1.97,1.74,2.12,4.75,3.41,1.84,1.613,2.34,1
,14,H,E,C2,7.405.636,12.803.261,20.051.103,12.814.614,4.254.956,31.715.157,0.08,0.16,-0.7,0,3,6,0.62,0.58,0.32,-3.8,3.8,0,855,0.74,0.79,0.54,1.22,0.76,49.999.996,-18.181.818,44.346.725,31.847.124,11.851.974,-47.236.023,16.612.005,-50.629.914,2.26,3.33,3.33,1.729,2.13,2.02,3.27,4.07,1.662,2.25,2
,20,F,E,A2,84.302.676,7.550.122,13.391.744,15.012.273,3.268.907,6.652.411,0.12,0.09,-1,2,4,4,0.58,0.68,2.41,2.2,-10.2,0,953,0.68,1.7,0.2,0.74,1.05,75,59.090.908,7.180.569,-47.495.052,28.358.904,-40.260.513,1.675.348,5.603.286,,,,,,,,,,,1
,20,E,D,A2,85.069.925,15.000.672,13.257.734,10.368.026,3.738.537,43.949.802,0.11,0.13,1.2,4,1,5,0.39,0.42,0.83,3,2,0,956,1.12,0.8,0.9,0.87,0.7,34.615.387,7.142.859,-16.769.413,38.252.132,-4.951.952,12.019.285,20.893.726,-11.529.732,,,,,,,,,,,1
,20,G,F,A2,9.356.891,8.521.196,14.003.139,13.284.296,4.877.855,45.674.793,0.12,0.09,-6.7,1,6,3,0.71,0.82,0.95,-0.5,-4.5,0,945,1.09,0.73,0,0.15,0.71,111.111.145,-7.727.273,-14.652.568,-11.545.212,10.916.775,28.270.567,34.185.696,-48.464.984,,,,,,,,,,,2
,20,C,H,C1,1.141.111,8.538.123,1.137.434,18.037.388,47.317.333,36.772.827,0.1,0.11,2.2,4,2,4,0.44,0.38,2.06,-12.8,2.8,0,949,1.45,0.43,2.18,0.81,0.62,-6.428.571,7.142.859,-6.815.998,38.717.155,-22.068.796,-15.359.202,-67.240.745,-39.232.987,,,,,,,,,,,1
,20,B,D,B1,14.144.434,16.053.164,14.229.635,15.151.423,4.891.197,5.415.625,0.1,0.14,5.5,5,2,3,0.57,0.44,0.15,2.7,-1.7,0,956,0.73,1.63,2.34,1.14,0.85,29.411.736,-38.461.502,-25.365.852,12.768.096,-14.459.812,21.505.318,-7.233.679,-7.698.876,,,,,,,,,,,0
,20,C,B,C2,7.509.203,17.908.046,8.524.005,5.607.095,43.640.213,54.142.414,0.08,0.1,3.8,4,2,4,0.98,0.98,0.66,5.5,7.5,0,954,0.46,3.25,0.79,0.97,1.27,-28.571.426,8.695.655,-32.026.146,4.454.807,24.840.641,3.924.814,-16.911.894,43.075.973,,,,,,,,,,,0
,20,C,H,C1,9.466.074,9.339.206,6.563.495,17.882.752,51.563.046,50.997.307,0.09,0.1,3.6,4,3,3,1.28,1.4,0.58,-3.9,-5.1,0,954,1.39,0.89,0.53,0.49,1.41,16.666.668,24.999.996,-41.245.594,-47.169.804,1.794.158,14.655.712,1.346.218,8.469.295,,,,,,,,,,,1
,20,A,G,E1,17.836.108,8.430.797,55.845.165,13.127.661,55.977.055,44.294.647,0.12,0.06,0.8,8,1,1,2.32,2.34,1.14,-2.7,-2.3,0,956,1.11,0.58,0.11,0.05,0.5,-10,-28.571.426,17.630.222,9.099.814,30.921.278,-39.334.827,4.725.927,-66.001.076,,,,,,,,,,,2
,20,F,A,E2,8.555.434,29.642.158,11.280.818,3.758.998,56.043.884,7.133.165,0.07,0.1,-0.9,3,2,5,1.13,0.81,0.46,19.6,7.4,0,946,0.4,5.95,2.25,1.55,1.62,-9.090.911,7.142.859,1.489.608,20.450.708,54.952.366,-66.023.717,16.159.832,-4.561.649,,,,,,,,,,,2
,20,E,D,A2,9.469.177,15.159.159,11.431.212,18.927.311,5.262.506,47.224.648,0.11,0.12,-1.6,3,3,4,1.49,1.25,1.56,-1.3,-2.7,0,952,1.25,1.14,0.05,0.94,1.62,41.666.627,-28.571.426,35.849.907,16.244.111,26.274.881,837.222,34.158.003,20.988.762,,,,,,,,,,,1
,20,E,E,A2,9.370.817,84.168.464,11.365.414,6.557.958,4.951.369,57.112.865,0.07,0.08,-1.1,2,5,3,0.77,0.48,1.79,0.6,1.4,0,957,0.58,1.21,0.52,0.64,0.91,59.090.908,24.999.996,37.857.136,-30.023.034,-18.298.494,-53.831.947,-10.381.204,12.972.343,,,,,,,,,,,0
,20,D,H,D1,94.368.756,5.651.669,46.912.825,12.149.295,52.911.785,49.546.936,0.1,0.05,-2.1,4,4,2,4.83,5.52,0.96,-4.4,-2.6,0,956,1.16,0.41,0,0.18,0.77,-68.75,-58.333.336,-2.901.829,-63.405.235,25.308.025,-69.520.223,-10.389.243,13.827.302,,,,,,,,,,,1
,20,C,D,A1,18.018.562,14.106.104,65.928.346,12.183.774,4.063.138,4.967.003,0.13,0.08,10.3,5,3,2,1.14,1.08,1.52,-0.6,2.6,0,966,1.08,1.15,0.19,0.66,1.84,111.111.145,-37.5,-23.404.133,35.548.713,37.330.784,-2.314.978,48.583.674,-5.663.624,,,,,,,,,,,1
,20,B,E,B1,1.314.005,5.619.154,9.489.594,11.157.322,52.501.614,4.751.112,0.11,0.11,2.8,6,1,3,1.54,1.51,0.27,-2,-4,0,959,0.6,1.53,0,0.28,0.9,-7.894.736,-2.307.692,-33.027.927,15.933.415,28.364.176,-20.694.082,76.050.794,-8.878.106,,,,,,,,,,,1
,20,F,F,A2,9.421.686,555.627,10.405.114,17.115.836,41.608.757,33.463.627,0.1,0.1,0.9,1,6,3,0.79,0.74,0.49,-11.5,-0.5,0,957,1.15,0.39,0,0.1,0.14,-44.444.443,36.363.636,-2.774.936,13.715.279,13.565.479,12.507.749,2.568.012,43.854.803,,,,,,,,,,,1
,20,D,C,B2,1.584.091,10.416.479,12.108.395,57.101.446,6.442.266,43.439.198,0.11,0.14,-1.8,4,2,4,1.21,2.13,1.94,0.6,4.4,0,948,0.4,1.98,0.61,0.31,1.01,7.142.859,111.111.145,-10.627.176,-2.908.224,23.880.993,-3.686.548,2.698.248,,,,,,,,,,,,1
,20,H,A,D2,56.046.855,13.067.988,12.158.798,46.838.278,35.081.245,6.819.691,0.09,0.09,-1.2,1,4,5,0.58,0.65,0.15,8.6,0.4,0,961,0.33,2.4,2.24,1.59,0.74,-6.428.571,-25,2.695.924,-7.966.541,39.587.994,172.122,51.100.814,-29.393.744,,,,,,,,,,,1
,20,G,B,D2,6.568.182,12.259.493,14.030.572,6.464.405,52.110.897,5.524.087,0.06,0.14,-0.6,2,2,6,0.58,0.55,0.47,9.6,-3.6,0,964,0.56,1.31,0.22,0.88,1.12,-62.500.014,38.888.893,22.404.837,27.143.932,-53.564.674,-51.847.107,49.295.604,36.783.516,,,,,,,,,,,2
,20,C,A,A2,12.351.015,1.219.753,6.618.442,93.794.906,43.743.225,6.098.889,0.15,0.11,5.5,6,0,4,0.97,1.15,0.47,8.8,-5.8,0,954,0.49,2.73,0,1.1,0.95,-16.666.664,50,-35.344.826,11.677.625,-19.004.866,-23.176.168,-21.167.964,18.879.104,,,,,,,,,,,1
,20,F,G,A1,5.556.485,4.652.778,13.986.956,10.252.403,41.580.738,50.723.564,0.09,0.1,-3.9,2,2,6,0.45,0.47,0.69,-5,-1,0,960,0.77,0.54,0,0.21,0.4,56.25,56.25,16.566.306,9.867.339,-358.732,-3.819.052,52.369.606,3.120.972,,,,,,,,,,,1
,20,G,C,D2,5.716.065,5.286.445,13.247.736,6.431.912,47.049.324,51.870.445,0.07,0.09,-6.2,0,5,5,0.98,0.88,1.75,4.4,-0.4,0,806,0.61,2.38,0.46,2.02,1.43,0,-62.500.014,137.254.925,-21.530.399,33.108.954,16.289.646,-5.205.132,-34.523.273,,,,,,,,,,,2
,20,C,D,A1,18.229.182,12.299.856,10.419.905,11.276.727,6.621.588,54.015.953,0.09,0.13,4.5,5,2,3,1.82,1.57,1.7,0.7,0.3,0,953,1.14,1.04,1.78,0.94,0.82,32.352.936,60.714.287,-1.116.469,30.576.912,25.652.654,-51.444.603,35.123.235,18.470.335,,,,,,,,,,,1
,20,G,F,B2,7.614.173,1.044.382,15.340.753,17.112.639,46.869.198,484.649,0.1,0.1,-7.1,1,4,5,0.84,1.01,1.21,-5,-2,0,957,0.7,0.91,0,0.45,0.27,0,59.090.908,-5.377.463,39.546.356,7.559.604,-25.513.193,-8.279.828,48.964.977,,,,,,,,,,,1
,20,E,D,A2,11.587.787,12.231.327,16.419.814,11.351.389,3.600.754,3.892.833,0.1,0.1,1,4,2,4,0.83,0.73,0.62,-3.7,4.7,0,948,1.29,0.55,0.11,0.37,0.7,60.714.287,-33.333.336,9.354.408,-25.027.561,-6.116.704,19.769.539,21.143.258,26.948.917,,,,,,,,,,,1
,20,E,C,A2,1.414.097,1.043.782,10.440.549,47.380.915,4.721.288,65.381.714,0.12,0.09,3.9,4,2,4,1.21,1.49,1.22,6,0,0,953,0.58,1.48,0.19,1.7,1.26,7.142.859,-117.647.085,30.451.712,-35.906.163,6.876.919,-40.783.986,11.238.444,-16.662.854,,,,,,,,,,,1
,20,B,D,A1,15.137.254,13.285.416,11.345.366,1.331.075,6.119.308,46.145.462,0.11,0.08,-5.9,5,2,3,1.57,1.54,2.37,-2.8,2.8,0,946,0.97,0.65,0.88,0.98,0.52,-5.588.235,-50,-31.778.929,-31.668.495,6.510.907,20.197.529,1.470.545,-38.261.265,,,,,,,,,,,2
,20,A,F,D1,15.698.698,1.247.563,10.523.431,16.293.614,46.069.435,485.063,0.09,0.1,5.7,6,2,2,0.91,0.89,1,1.1,-5.1,0,943,0.77,1.13,0.57,1.37,0.64,50,111.111.145,16.283.638,26.707.647,9.411.144,15.981.637,35.641.627,-13.942.522,,,,,,,,,,,1
,20,B,A,A1,10.370.045,13.194.419,5.726.241,9.493.597,48.086.784,4.672.222,0.11,0.08,2.6,6,1,3,0.69,0.78,2.38,-0.4,4.4,0,956,0.64,1.18,0.07,1.14,0.59,-2.105.263,31.578.949,280.374,3.552.266,-7.449.892,-15.759.216,-29.751.527,44.999.838,,,,,,,,,,,1
,20,F,E,A2,10.433.769,13.349.726,57.898.647,12.402.797,47.008.385,37.015.533,0.11,0.12,-0.5,2,5,3,0.81,0.58,0.44,-2.9,3.9,0,949,1.21,0.83,0.87,0.98,0.34,59.090.908,24.999.996,3.962.054,-13.144.706,-16.764.093,-9.214.127,-10.087.816,36.377.656,,,,,,,,,,,2
,8,A,B,C1,13.659.722,0,7.490.196,0,53.727.962,38.711.357,0.12,0.12,4.6,6,1,2,1.27,1.04,0.58,,,,,,,,,,-14.736.846,4.318.182,-13.202.847,0,57.658.544,0,33.975.798,,,,,,,,,,,,1
,8,A,B,A1,11.982.509,10.698.818,16.306.596,13.072.755,43.065.342,57.471.275,0.17,0.1,-8.9,3,2,3,1.11,0.87,3.68,-1.6,-0.4,0,756,0.94,1.07,0,0.97,1.19,-27.272.728,25,-7.520.952,-505.979,70.458.846,-1.907.946,12.916.071,-641.436,,,,,,,,,,,2
,8,G,B,A2,6.731.297,11.627.096,17.664.206,22.676.082,4.373.299,30.577.095,0.11,0.13,-5.6,1,2,4,0.56,0.5,1.83,-1.3,-5.7,0,847,0.64,1.4,0,0.57,0.68,-65,6.071.428,3.668.477,49.238.586,-12.438.404,-39.622.395,-4.612.136,-6.853.402,,,,,,,,,,,0
,8,B,A,C2,2.244.318,12.871.993,15.015.742,33.247.048,33.848.686,61.150.032,0.15,0.19,7.9,3,2,2,0.94,1.08,0.37,5.6,2.4,0,848,0.88,1.55,1.73,1.55,1.64,-1.090.909,65.789.447,72.067.633,-10.279.186,-23.753.487,14.233.599,-28.695.756,43.116.915,,,,,,,,,,,0
,8,H,A,D2,5.324.375,14.536.246,12.766.532,7.252.442,41.407.818,5.097.437,0.09,0.09,-4.8,1,3,5,0.55,0.54,0.39,5.1,1.9,0,867,0.78,2.14,0.85,1.76,2.05,8.749.999,-17.105.265,34.938.912,-30.201.977,-3.982.558,-7.695.697,8.390.409,-29.472.816,,,,,,,,,,,2
,8,B,G,A1,6.350.488,7.255.098,5.258.064,11.533.601,58.991.997,5.069.264,0.09,0.11,-0.3,3,3,3,0.87,0.84,2.41,-2.2,-1.8,0,863,1.53,0.58,0,0.77,1.04,31.249.996,-18.181.818,22.510.607,14.193.559,-2.186.108,3.289.752,-21.427.345,22.887.981,,,,,,,,,,,1
,8,H,A,E2,7.348.587,24.320.774,19.950.036,31.542.134,3.299.725,59.541.077,0.1,0.11,-3.3,0,3,6,0.66,0.7,0.44,18.8,1.2,0,850,0.2,12.96,1.17,2,2.14,49.999.996,8.000.004,26.923.079,62.783.265,-197.516,150.710.745,-12.737.077,,,,,,,,,,,,1
,8,B,G,B1,1.063.784,7.296.072,95.608.294,13.677.329,43.151.604,51.132.137,0.12,0.1,3.1,4,2,3,0.7,0.91,1.19,-10,4,0,857,0.92,0.76,0,0.25,0.85,-6.785.715,0,-46.081.905,7.608.699,13.896.216,9.273.426,-69.298.124,-1.906.938,,,,,,,,,,,2
,18,G,G,A1,7.527.718,69.176.584,16.386.628,15.771.635,4.670.789,4.914.275,0.08,0.1,-7.8,4,1,10,0.53,0.57,0.51,-5.3,-8.7,0,1429,0.95,0.8,0.13,0.55,0.82,-13.461.539,-68.75,22.226.477,-2.794.882,50.669.647,6.683.392,-55.876.654,-11.975.986,2.3,2.97,2.99,1.649,2.1,2.3,3.22,3.21,1.746,2.09,0
,18,B,A,A2,17.080.814,15.667.281,11.336.128,9.948.234,53.500.458,6.225.208,0.11,0.09,2.5,7,5,3,2.06,1.82,0.6,9.2,-0.2,0,1432,0.5,1.49,1.11,1.32,0.66,96.153.754,-19.642.859,24.686.522,-6.526.004,-10.111.108,-27.599.483,-42.111.278,-25.549.078,2.2,3.09,3.18,1.704,2.05,2.3,3.35,3.08,1.869,1.97,1
,18,H,E,D2,6.308.058,81.072.867,15.161.022,8.145.203,46.382.072,53.126.694,0.09,0.12,-7.9,1,5,9,0.51,0.45,0.87,-1,1,0,1429,0.51,1.82,0,0.26,0.56,40.624.992,-4.642.857,-15.753.434,-28.932.846,6.880.507,3.100.811,10.316.983,13.109.386,2.74,2.81,2.6,1.476,2.42,2.99,2.85,2.69,1.549,2.38,0
,18,D,B,B2,9.460.938,1.449.743,6.927.335,10.462.273,5.160.627,53.837.856,0.07,0.07,2.8,6,4,5,1.69,1.7,2.75,2.8,3.2,0,1425,1.1,0.82,0.3,0.8,0.82,1.931.818,2.980.769,3.098.678,1.007.571,41.140.118,-3.774.788,1.881.268,39.921.582,2.49,3.03,2.68,1.602,2.18,2.6,3.16,2.81,1.704,2.15,1
,18,F,H,B1,93.670.887,68.969.274,10.032.891,13.914.015,41.495.087,51.171.944,0.11,0.09,1.3,4,4,7,0.77,0.75,0.59,-0.8,-9.2,0,1429,0.65,1.58,0.38,0.34,1.02,17.187.494,2.272.725,-16.023.163,-36.957.195,-60.025.383,36.516.864,39.120.245,-46.355.104,2.43,3.01,2.87,1.653,2.13,2.36,3.23,3.08,1.694,2.17,1
,18,C,F,D1,12.422.807,6.929.308,74.471.104,12.638.117,48.115.257,4.101.191,0.09,0.09,8.7,7,5,3,1.21,1.39,1.32,-8.7,-0.3,0,1421,0.92,0.87,0.11,0.29,0.85,96.153.754,-29.687.504,-5.025.398,-9.544.732,10.385.134,-38.397.556,19.238.745,-6.832.619,2.43,2.91,2.85,1.512,2.33,2.28,3.18,3.29,1.564,2.37,2
,18,D,E,A1,9.340.735,15.052.787,7.539.135,11.309.501,38.091.976,5.263.212,0.11,0.09,5.2,6,5,4,1.06,1.05,0.21,2.5,3.5,0,1433,1.06,0.73,0.06,0.82,0.91,14.130.438,-25.000.004,38.465.816,40.010.487,24.979.622,65.075.755,10.199.684,-29.215.676,3.02,2.89,2.34,1.571,2.24,2.77,2.96,2.79,1.649,2.24,2
,18,A,F,E1,19.022.347,74.955.356,7.562.412,12.546.824,61.629.406,4.314.095,0.1,0.11,10.8,10,4,1,1.44,1.39,4.24,-1.5,-6.5,0,1430,1,0.63,0.6,1.1,1.41,32.352.943,87.499.985,55.102.783,-45.726.624,-34.680.967,-18.365.643,47.683.263,39.406.285,1.54,3.72,5.34,1.854,1.9,1.48,4.34,6.62,2.03,1.813,0
,18,D,C,B2,10.703.315,14.461.328,10.041.292,1.063.634,50.505.283,4.898.333,0.1,0.08,-0.6,6,3,6,0.81,1.21,1.53,3.7,2.3,0,1430,0.83,1.07,0.96,1.51,0.55,7.142.859,-9.999.998,-29.856.115,-10.455.862,-4.035.618,-17.940.817,-6.913.674,-45.282.173,2.86,3.02,2.36,1.689,2.04,2.72,3.29,2.59,1.813,2.04,2
,12,A,B,E1,1.298.321,10.835.893,5.728.901,12.518.294,5.102.371,49.398.026,0.11,0.09,2.8,11,4,3,1.58,1.47,0.86,-2.4,-0.6,0,1729,0.75,0.99,0.15,1.17,0.98,-14.864.866,50.000.008,-77.067.747,2.931.606,25.759.829,-37.577.694,-23.635.715,6.333.107,1.485,4.36,7.4,1.769,1.98,1.54,4.18,6.7,1.97,1.9,2
,12,C,A,E2,80.117.834,16.489.487,13.061.148,8.791.521,3.413.737,5.569.604,0.12,0.11,2,5,5,8,0.36,0.39,0.14,13.3,0.7,0,1718,0.52,2.65,0.3,1.2,1.99,-32.5,38.461.533,49.820.145,-29.826.283,2.933.177,-31.715.236,-20.785.165,12.149.036,6.57,4.28,1.534,2.31,1.649,11.73,5.9,1.266,2.75,1.462,1
,12,F,D,D2,5.686.143,10.836.991,16.033.052,1.277.568,38.877.907,50.000.813,0.09,0.11,-8.8,2,2,14,0.75,0.86,0.95,-2.6,-1.4,0,1754,0.5,1.87,1.18,0.58,1.08,12.499.999,-32.5,-79.987.607,-5.789.229,-18.327.077,13.814.805,23.385.537,-29.350.019,2.88,3.34,2.59,1.8,2.07,3.57,3.38,2.19,1.826,2.06,2
,12,E,B,B2,93.732.816,11.608.415,13.937.687,11.055.464,4.348.845,38.610.813,0.1,0.13,1.6,5,4,9,0.58,0.73,0.57,1,0,0,1716,0.95,0.67,2,0.76,0.88,-5.263.158,12.499.997,-68.328.476,59.005.875,27.332.026,-14.617.326,32.462.537,-16.130.644,2.35,3.05,3.57,1.689,2.24,2.84,3.19,2.73,1.74,2.15,1
,18,C,F,C1,1.326.226,6.767.815,1.040.144,11.556.008,54.111.988,40.369.904,0.11,0.11,2.2,6,5,3,0.83,0.82,3.94,-7.5,0.5,0,1326,0.91,0.87,0.11,0.29,0.85,-8.695.655,-12.500.005,24.115.813,-17.422.338,-10.483.184,-4.001.497,35.499.275,-41.215.056,2.01,3.08,3.55,1.641,2.11,1.943,3.15,4.42,1.546,2.41,1
,18,H,D,C2,7.380.651,87.730.575,13.546.498,7.412.544,51.112.797,5.186.386,0.1,0.1,-7.5,2,5,7,1.84,1.45,1.35,1,1,0,1331,0.44,1.55,0,0.66,0.21,27.272.732,-78.947.334,-5.645.595,-4.335.539,-20.122.705,12.564.641,-14.005.542,25.902.092,2.26,3.02,3.01,1.684,2.04,2.51,3.06,3,1.602,2.34,0
,18,A,H,E1,15.418.994,540.377,93.042.284,1.487.116,62.028.328,47.222.553,0.11,0.11,0.5,7,6,1,1.49,1.53,1.74,-5.4,-8.6,0,1328,1.23,0.5,0,0.1,0.45,3.703.702,0,-70.075.817,-26.082.083,-2.698.609,-28.617.778,-10.017.121,70.441.425,1.357,4.31,7.35,1.714,2,1.317,5.11,9.91,1.854,1.99,2
,18,D,C,A2,13.446.677,8.666.667,10.056.984,6.040.823,47.571.423,3.858.069,0.11,0.1,3.1,6,4,4,1.01,0.8,1.36,-0.4,4.4,0,1337,0.62,1.16,0,0.6,0.8,-45.454.526,21.739.126,-289.272,48.626.373,-19.412.909,-77.451.215,-14.317.566,10.055.217,1.518,3.82,5.38,1.735,1.98,1.9,3.35,4.3,1.555,2.39,1
,18,D,B,C2,10.790.428,13.311.017,10.761.396,73.090.625,50.184.235,48.337.776,0.1,0.09,-1.5,5,3,6,0.79,1.19,1.53,-0.6,9.6,0,1352,0.68,1.25,0.82,0.34,0.94,16.666.668,7.692.311,-27.788.977,30.325.387,-35.707.523,35.727.726,-2.473.569,26.973.155,2.18,2.95,3.25,1.595,2.19,2.17,3.11,3.63,1.699,2.16,1
,18,G,A,E2,7.409.802,18.210.737,14.835.036,80.716.366,5.073.657,60.805.027,0.09,0.11,-8.5,3,3,8,0.84,0.86,1.17,4.4,10.6,0,1330,0.65,1.4,1.2,1.32,0.68,-41.666.668,12.903.232,-38.235.294,19.666.859,17.306.608,10.255.429,-13.405.263,81.236.184,3.45,3.22,2.03,1.775,1.99,4.63,3.71,1.751,1.892,1.943,1
,18,E,F,A1,73.447.204,93.695.915,8.059.421,9.403.393,5.335.003,40.887.592,0.09,0.11,0.2,4,6,4,1.73,1.66,1.14,-2.1,2.1,0,1341,0.72,0.81,0.49,2.51,0.5,-8.055.556,9.374.995,-38.614.334,-14.808.704,2.660.853,-15.861.462,-62.919.164,8.351.824,1.9,3.05,3.97,1.561,2.26,2.38,2.96,3.34,1.458,2.66,2
,18,F,B,D2,8.032.708,18.300.021,13.430.269,12.150.077,43.365.303,53.036.205,0.12,0.1,-7.2,3,6,5,0.68,0.87,1.96,5.8,3.2,0,1329,0.67,1.95,1.16,1.08,0.57,8.666.667,-16,-19.730.537,-44.069.605,-27.704.185,-10.716.798,14.928.182,-55.396.736,4.18,3.33,1.763,1.763,2.01,3.65,3.58,1.98,1.769,2.06,2
,18,E,G,B1,12.026.675,8.064.243,12.040.164,13.488.293,5.282.013,4.647.274,0.1,0.11,0.5,4,5,5,0.73,0.84,1.83,-3.3,-4.7,0,1331,1.22,0.51,0.34,1.24,0.48,-17.647.058,7.692.311,4.874.452,51.611.637,10.767.897,15.786.156,-62.967.706,-34.539.807,1.561,3.7,5.13,1.684,2.04,1.561,4.09,5.78,1.854,1.98,1
,20,D,A,A2,14.584.111,13.409.927,12.408.777,9.282.398,49.633.366,5.277.957,0.12,0.13,2.8,5,0,4,1.49,1.03,0.65,1.3,2.7,0,858,0.72,1.06,1.33,1.03,1.06,-55,-25,-9.692.572,-32.087.753,72.488.403,8.265.265,-5.433.291,-20.762.497,3.4,2.9,2.03,1.57,2.19,3.62,3.17,2,1.53,2.34,2
,20,H,F,A2,5.249.745,8.340.391,11.523.829,11.536.856,5.181.141,47.144.844,0.07,0.1,-3.3,1,3,5,0.43,0.47,3.67,-2.6,-0.4,0,855,0.8,0.65,0.1,0.83,0.42,-62.5,12.499.999,-6.723.301,2.707.925,-16.140.944,11.826.253,22.643.524,-9.237.158,2.36,2.76,2.91,1.57,2.18,2.83,2.98,2.48,1.61,2.23,2
,20,B,F,C1,17.904.735,8.338.029,52.259.487,9.395.666,38.075.268,4.219.155,0.13,0.07,10.5,5,2,2,1.24,1.08,0.1,-1.7,0.7,0,858,0.78,0.73,0.1,0.24,0.8,32.352.943,-43.75,11.089.591,-51.351.357,17.693.129,-3.610.434,18.411.976,13.828.301,1.7,3.22,4.28,1.59,2.15,1.83,3.02,3.84,1.54,2.22,0
,20,D,F,C1,10.496.055,7.164.118,6.303.674,1.443.103,44.225.372,50.830.288,0.11,0.08,3.2,4,3,2,2.29,2.39,0.79,-7.6,0.6,0,865,1.04,0.53,0,0.59,0.52,20.000.004,68.75,-2.175.159,35.358.566,-52.914.326,68.255.706,,522.308,,,,,,,,,,,1
,20,C,A,A2,11.536.028,12.642.375,6.158.167,52.404.934,5.291.314,4.595.808,0.11,0.07,-3.2,4,3,2,0.91,0.9,2.22,1.9,5.1,0,853,1.11,1.27,1.26,1.76,1.18,50.000.008,12.5,3.693.965,15.670.361,-51.878.296,-28.784.239,,114.074.826,,,,,,,,,,,1
,20,E,G,B1,6.244.191,61.854.637,1.240.234,15.535.665,46.123.466,4.175.638,0.1,0.1,-3.4,3,3,3,1.44,1.29,0.67,-4.5,-4.5,0,866,0.94,0.44,0,0.17,0.26,-25.000.004,28.571.426,8.694.184,-8.103.726,14.494.517,-27.326.426,-18.495.804,7.213.265,1.95,2.9,3.62,1.59,2.15,,,,,,0
,20,E,G,B1,82.833.785,51.618.546,623.623,12.451.961,5.446.403,3.686.276,0.1,0.1,2.8,2,5,2,1,1.4,1.42,-4.3,-2.7,0,858,0.82,0.63,0,0.41,0.52,22.727.274,-62.5,-23.026.288,25.847.458,-49.656.525,15.156.716,-13.640.267,25.635.755,2.32,2.72,3.01,1.49,2.32,,,,,,1
